"","hour","x","lat","lon"
"158","2016-01-07 13:00:00",8,43.068021,-89.412087
"159","2016-01-07 14:00:00",5,43.068021,-89.412087
"160","2016-01-07 15:00:00",8,43.068021,-89.412087
"161","2016-01-07 16:00:00",28,43.068021,-89.412087
"162","2016-01-07 17:00:00",41,43.068021,-89.412087
"163","2016-01-07 18:00:00",14,43.068021,-89.412087
"164","2016-01-07 19:00:00",10,43.068021,-89.412087
"165","2016-01-07 20:00:00",1,43.068021,-89.412087
"166","2016-01-07 21:00:00",5,43.068021,-89.412087
"167","2016-01-07 22:00:00",1,43.068021,-89.412087
"168","2016-01-07 23:00:00",1,43.068021,-89.412087
"169","2016-01-08 00:00:00",2,43.068021,-89.412087
"170","2016-01-08 01:00:00",0,43.068021,-89.412087
"171","2016-01-08 02:00:00",0,43.068021,-89.412087
"172","2016-01-08 03:00:00",1,43.068021,-89.412087
"173","2016-01-08 04:00:00",1,43.068021,-89.412087
"174","2016-01-08 05:00:00",2,43.068021,-89.412087
"175","2016-01-08 06:00:00",12,43.068021,-89.412087
"176","2016-01-08 07:00:00",29,43.068021,-89.412087
"177","2016-01-08 08:00:00",34,43.068021,-89.412087
"178","2016-01-08 09:00:00",14,43.068021,-89.412087
"179","2016-01-08 10:00:00",8,43.068021,-89.412087
"180","2016-01-08 11:00:00",6,43.068021,-89.412087
"181","2016-01-08 12:00:00",3,43.068021,-89.412087
"182","2016-01-08 13:00:00",3,43.068021,-89.412087
"183","2016-01-08 14:00:00",6,43.068021,-89.412087
"184","2016-01-08 15:00:00",13,43.068021,-89.412087
"185","2016-01-08 16:00:00",25,43.068021,-89.412087
"186","2016-01-08 17:00:00",42,43.068021,-89.412087
"187","2016-01-08 18:00:00",20,43.068021,-89.412087
"188","2016-01-08 19:00:00",11,43.068021,-89.412087
"189","2016-01-08 20:00:00",4,43.068021,-89.412087
"190","2016-01-08 21:00:00",3,43.068021,-89.412087
"191","2016-01-08 22:00:00",4,43.068021,-89.412087
"192","2016-01-08 23:00:00",0,43.068021,-89.412087
"193","2016-01-09 00:00:00",1,43.068021,-89.412087
"194","2016-01-09 01:00:00",3,43.068021,-89.412087
"195","2016-01-09 02:00:00",1,43.068021,-89.412087
"196","2016-01-09 03:00:00",1,43.068021,-89.412087
"197","2016-01-09 04:00:00",0,43.068021,-89.412087
"198","2016-01-09 05:00:00",1,43.068021,-89.412087
"199","2016-01-09 06:00:00",1,43.068021,-89.412087
"200","2016-01-09 07:00:00",5,43.068021,-89.412087
"201","2016-01-09 08:00:00",1,43.068021,-89.412087
"202","2016-01-09 09:00:00",9,43.068021,-89.412087
"203","2016-01-09 10:00:00",5,43.068021,-89.412087
"204","2016-01-09 11:00:00",12,43.068021,-89.412087
"205","2016-01-09 12:00:00",14,43.068021,-89.412087
